faiss_index,image_index
0,2939371251_f923569a72.jpg
1,310715139_7f05468042.jpg
2,3215238223_29de2b35cb.jpg
3,2273799395_5072a5736d.jpg
4,3435648640_b2f68efb78.jpg
5,263216826_acf868049c.jpg
6,2831313661_1a328acb70.jpg
7,3474999131_788cbf253f.jpg
8,3181409177_edb09c2718.jpg
9,750196276_c3258c6f1b.jpg
10,693785581_68bec8312a.jpg
11,3307077951_dd31f1971c.jpg
12,2833582518_074bef3ed6.jpg
13,2689163361_4939875be5.jpg
14,1467533293_a2656cc000.jpg
15,2471974379_a4a4d2b389.jpg
16,3425853460_bfcd0b41f6.jpg
17,2644916196_16f91dae54.jpg
18,3569126684_a68b29a57f.jpg
19,2335634931_7e9e8c2959.jpg
20,2800934095_b84a5009dd.jpg
21,3397220683_4aca010f86.jpg
22,2448793019_5881c025f9.jpg
23,3159092624_66af4e207e.jpg
24,1191338263_a4fa073154.jpg
25,3231596071_f0c522a639.jpg
26,2460134050_06de9f5c4a.jpg
27,3639428663_dae5e8146e.jpg
28,434792818_56375e203f.jpg
29,3274879561_74997bbfff.jpg
30,233242340_09963100a3.jpg
31,3053916979_848d32261b.jpg
32,370614351_98b8a166b9.jpg
33,3649384501_f1e06c58c0.jpg
34,2649406158_ded6be38de.jpg
35,3026102616_3cf350af9e.jpg
36,2298077331_f9a1488067.jpg
37,1463732807_0cdf4f22c7.jpg
38,2465218087_fca77998c6.jpg
39,470887791_86d5a08a38.jpg
40,3689355450_fd559b816d.jpg
41,2058472558_7dd5014abd.jpg
42,2618538137_44fffe10c4.jpg
43,2479162876_a5ce3306af.jpg
44,3141613533_595723208d.jpg
45,3345025842_bc2082a509.jpg
46,3368865171_597d51cdd5.jpg
47,3699522388_2333f01f40.jpg
48,1554713437_61b64527dd.jpg
49,2891961886_b7a2f0b0fd.jpg
50,2076865206_53918c820c.jpg
51,1479028910_3dab3448c8.jpg
52,3415809168_af9dabdba5.jpg
53,3686078365_9e655e238f.jpg
54,96985174_31d4c6f06d.jpg
55,3700004668_99c3e3f55b.jpg
56,3033257301_e2c8a39b04.jpg
57,3025513877_1a6160070d.jpg
58,3316046339_8e504be038.jpg
59,3603116579_4a28a932e2.jpg
60,3015898903_70bebb8903.jpg
61,965444691_fe7e85bf0e.jpg
